gene_id	TCGA-BH-A0AY-01A-21R-A00Z-07	gene_id	TCGA-BH-A0AY-11A-23R-A089-07
MXRA5	14282.4859	MXRA5	3129.1304
MXRA7	1916.558	MXRA7	4336.9565
MXRA8	5358.1052	MXRA8	2418.6957
MYADM	4986.9622	MYADM	7563.0435
MYBBP1A	889.4481	MYBBP1A	880.6652
MYBL1	208.1704	MYBL1	60
MYBL2	1002.6076	MYBL2	46.5217
removed	removed	MYBPC1	1377.3913
removed	removed	MYBPC2	6.9565
MYB	1228.5963	MYB	1551.3043
MYCBP2	1094.7414	MYCBP2	3126.9565
removed	removed	MYCBPAP	14.3478
MYCBP	784.8761	MYCBP	708.2609
MYCL1	176.8796	MYCL1	156.087
MYCN	13.907	MYCN	16.9565
MYCT1	365.0587	MYCT1	970
MYC	1480.6606	MYC	3718.2609
MYD88	1410.691	MYD88	869.5652
MYEF2	362.4511	MYEF2	352.3913
MYEOV2	787.4837	MYEOV2	529.5652
MYEOV	14.7762	MYEOV	318.2609
MYH10	1642.3294	MYH10	2649.1304
MYH11	1581.6732	MYH11	15079.2696
MYH14	61.2777	MYH14	1702.6087
removed	removed	MYH1	50.8696
MYH3	11.734	MYH3	58.2609
MYH7B	7.8227	MYH7B	21.3043
MYH9	33235.5498	MYH9	37580
MYL12A	5954.3677	MYL12A	6706.9565
MYL12B	7503.2595	MYL12B	7080
removed	removed	MYL3	18.2609
removed	removed	MYL4	9.1304
MYL5	165.4846	MYL5	159.9478
MYL6B	524.5545	MYL6B	467.3913
MYL6	25315.0804	MYL6	16930.4348
removed	removed	MYL7	9.1304
MYL9	7104.7371	MYL9	12779.1304
MYLIP	821.8166	MYLIP	1274.3478
MYLK3	6.5189	removed	removed
MYLK4	24.3372	MYLK4	54.7826
MYLK	1461.5385	MYLK	11918.5913
MYNN	338.5485	MYNN	515.2174
MYO10	1114.7327	MYO10	1081.7391
removed	removed	MYO15A	10.4348
MYO15B	267.2751	MYO15B	726.087
MYO16	10.4302	MYO16	60.4348
MYO18A	1281.6688	MYO18A	1680.813
MYO19	369.1917	MYO19	340.1826
MYO1B	2427.2056	MYO1B	2298.6957
MYO1C	6075.1847	MYO1C	8818.2609
MYO1D	3147.3272	MYO1D	2033.4783
MYO1E	1174.2721	MYO1E	1054.3478
MYO1F	353.7592	MYO1F	150.8696
MYO1G	127.7705	MYO1G	71.3043
MYO1H	6.5189	MYO1H	25.6522
removed	removed	MYO3A	6.5217
removed	removed	MYO3B	12.6087
MYO5A	460.6693	MYO5A	921.7391
MYO5B	811.3864	MYO5B	1086.9565
MYO5C	839.0917	MYO5C	2005.6913
MYO6	2662.7553	MYO6	2822.1739
MYO7A	64.7545	MYO7A	244.3478
removed	removed	MYO7B	11.7391
MYO9A	439.8088	MYO9A	656.087
MYO9B	1759.2351	MYO9B	1330
MYOCD	23.9027	MYOCD	77.3913
MYOC	65.189	MYOC	375.2174
MYOF	4803.9983	MYOF	6443.0435
MYOM1	58.6701	MYOM1	573.913
MYOM2	15.6454	MYOM2	100
MYOM3	5.2151	MYOM3	46.5217
removed	removed	MYOT	6.087
MYOZ1	8.6919	MYOZ1	23.4783
removed	removed	MYOZ2	8.6957
MYOZ3	10.8648	MYOZ3	26.5217
MYPOP	159.4959	MYPOP	101.7391
MYRIP	108.6484	MYRIP	312.6087
MYSM1	46.0669	MYSM1	163.4783
MYST1	639.2873	MYST1	567.8261
MYST2	918.2964	MYST2	1313.0435
MYST3	2686.2234	MYST3	2237.8261
MYST4	946.545	MYST4	1368.6957
MZF1	215.9279	MZF1	223.5261
N4BP1	843.9809	N4BP1	1346.5217
N4BP2L1	142.5467	N4BP2L1	695.2174
N4BP2L2	1312.4728	N4BP2L2	1763.4783
N4BP2	192.0904	N4BP2	200.8696
N4BP3	925.2499	N4BP3	203.913
N6AMT1	369.4046	N6AMT1	257.3913
N6AMT2	168.6223	N6AMT2	166.5217
NAA10	1047.8053	NAA10	530.8696
NAA15	1544.5458	NAA15	1033.0435
NAA16	114.7327	NAA16	360
NAA20	1369.4046	NAA20	1002.1739
NAA25	405.0413	NAA25	557.8261
NAA30	418.0791	NAA30	647.3913
NAA35	428.9439	NAA35	401.7391
NAA38	540.1999	NAA38	389.1304
NAA40	495.8714	NAA40	467.3913
NAA50	2521.5124	NAA50	2638.6957
NAAA	761.4081	NAAA	704.3478
NAALAD2	9.9957	NAALAD2	89.5652
NAALADL1	42.5902	NAALADL1	117.8261
NAALADL2	239.8957	NAALADL2	410
NAB1	463.2768	NAB1	1700.8696
NAB2	510.213	NAB2	513.913
NACA2	23.4681	NACA2	56.087
NACAD	62.1469	NACAD	221.7391
NACAP1	82.1382	NACAP1	120.4348
NACA	13278.1399	NACA	18623.913
NACC1	1781.834	NACC1	673.0435
NACC2	81.7036	NACC2	32.1739
NADK	938.7223	NADK	1020.4348
NADSYN1	635.3759	NADSYN1	601.7391
NAE1	484.1373	NAE1	800.4348
NAF1	209.9087	NAF1	183.4783
NAGA	1292.9161	NAGA	739.1304
NAGK	1911.3429	NAGK	847.8261
NAGLU	804.4329	NAGLU	703.0435
NAGPA	230.3346	NAGPA	156.087
removed	removed	NAGS	34.3478
NAIF1	245.98	NAIF1	169.5652
NAIP	36.0713	NAIP	54.3478
NALCN	27.814	NALCN	76.5217
NAMPT	1073.0117	NAMPT	1908.6957
NANOS1	594.5241	NANOS1	298.2609
NANP	146.4581	NANP	123.0435
NANS	3272.4902	NANS	826.5217
NAP1L1	5887.0056	NAP1L1	7091.7391
NAP1L2	13.4724	NAP1L2	200.8696
NAP1L3	65.6236	NAP1L3	173.4783
NAP1L4	1913.9505	NAP1L4	2212.6087
NAP1L5	127.3359	NAP1L5	220
NAPA	2849.3481	NAPA	2339.2391
NAPB	107.3446	NAPB	361.7391
NAPEPLD	539.5958	NAPEPLD	419.0609
NAPG	392.8727	NAPG	753.0435
NAPRT1	445.4585	NAPRT1	260
removed	removed	NAPSA	11.3043
NAPSB	94.7414	NAPSB	53.913
NARFL	873.5332	NARFL	307.8261
NARF	555.4107	NARF	599.1304
NARG2	521.5124	NARG2	1067.3913
NARS2	356.8014	NARS2	370.4348
NARS	2788.3529	NARS	3060.4348
NASP	1743.1551	NASP	1708.2609
NAT10	2480.226	NAT10	1131.7391
NAT14	419.3829	NAT14	125.6522
NAT15	1776.6189	NAT15	888.6957
NAT1	2860.0608	NAT1	501.7391
NAT2	8.6919	NAT2	6.5217
NAT6	192.9987	NAT6	194.0783
NAT8L	185.5715	NAT8L	398.2609
NAT9	458.9309	NAT9	377.3913
NAV1	1611.0387	NAV1	1809.5652
NAV2	150.804	NAV2	1408.6304
NAV3	59.9739	NAV3	225.6522
NBAS	1149.5002	NBAS	1449.5652
NBEAL1	102.5641	NBEAL1	203.4783
NBEAL2	1299.8696	NBEAL2	716.9565
NBEA	94.7414	NBEA	425.2174
NBL1	6671.6341	NBL1	4111.0304
NBLA00301	9.5611	NBLA00301	38.6957
NBN	2383.7462	NBN	1703.4783
NBPF10	796.5971	NBPF10	806.3913
NBPF14	126.9013	NBPF14	591.5217
NBPF15	157.3229	NBPF15	325.213
NBPF16	82.5728	NBPF16	142.1739
NBPF1	1017.8183	NBPF1	741.3043
NBPF3	75.6193	NBPF3	166.9565
NBPF4	244.2416	removed	removed
NBPF6	100.8257	removed	removed
NBPF7	6.5189	removed	removed
NBPF9	85.1934	NBPF9	233.2435
NBR1	2315.9496	NBR1	4848.2609
NBR2	55.1934	NBR2	96.5217
NCALD	974.7936	NCALD	1723.913
NCAM1	133.8548	NCAM1	468.6652
NCAM2	143.8505	NCAM2	88.6957
NCAPD2	1074.3155	NCAPD2	974.7826
NCAPD3	514.9935	NCAPD3	389.1304
NCAPG2	326.8144	NCAPG2	293.913
NCAPG	445.6671	NCAPG	38.6565
NCAPH2	342.4598	NCAPH2	538.6957
NCAPH	150.804	NCAPH	31.3043
NCBP1	1202.5206	NCBP1	747.1696
NCBP2	1839.2003	NCBP2	1680
NCCRP1	56.9318	NCCRP1	34.7826
NCDN	1032.5945	NCDN	526.9565
NCEH1	524.1199	NCEH1	541.7391
NCF1B	28.2486	NCF1B	19.1304
NCF1C	25.2064	NCF1C	9.5652
NCF1	93.8722	NCF1	57.8261
NCF2	420.2521	NCF2	156.9565
NCF4	191.2212	NCF4	96.5217
NCK1	542.8075	NCK1	809.1304
NCK2	794.8718	NCK2	1195.6522
NCKAP1L	641.0256	NCKAP1L	281.3043
NCKAP1	2904.3894	NCKAP1	4427.3913
NCKAP5L	564.9718	NCKAP5L	554.3478
NCKAP5	57.3664	NCKAP5	163.4783
NCKIPSD	528.0313	NCKIPSD	544.3478
NCLN	1016.5146	NCLN	828.6957
NCL	14356.8014	NCL	10867.3913
NCOA1	1274.6632	NCOA1	2241.3043
NCOA2	972.6206	NCOA2	863.913
NCOA3	1436.7666	NCOA3	1286.5217
NCOA4	3824.8588	NCOA4	5553.913
NCOA5	1226.8579	NCOA5	1116.5217
NCOA6	1865.276	NCOA6	1456.5217
NCOA7	520.2086	NCOA7	1812.6087
NCOR1	2079.9652	NCOR1	2742.1739
NCOR2	2722.7292	NCOR2	3131.7391
removed	removed	NCR3	5.6522
NCRNA00052	16.08	removed	removed
NCRNA00081	151.4168	NCRNA00081	220.6174
NCRNA00085	37.8096	NCRNA00085	50
NCRNA00086	15.6454	NCRNA00086	151.3043
NCRNA00087	7.3881	NCRNA00087	70.4348
removed	removed	NCRNA00092	18.6957
removed	removed	NCRNA00093	8.9261
NCRNA00094	608.8483	NCRNA00094	602.713
NCRNA00095	78.2269	NCRNA00095	24.3478
NCRNA00105	39.548	NCRNA00105	28.3783
NCRNA00107	21.2951	NCRNA00107	7.3913
removed	removed	NCRNA00110	20
NCRNA00115	8.2573	NCRNA00115	9.5652
NCRNA00116	178.1834	NCRNA00116	134.3478
NCRNA00120	19.1221	NCRNA00120	51.3043
NCRNA00152	465.4498	NCRNA00152	136.9565
NCRNA00160	5.2151	removed	removed
NCRNA00161	12.6032	removed	removed
removed	removed	NCRNA00162	7.8261
NCRNA00171	23.0552	NCRNA00171	22.9174
NCRNA00173	16.08	NCRNA00173	18.2609
NCRNA00174	94.3068	NCRNA00174	115.6522
NCRNA00176	28.2486	NCRNA00176	5.2174
NCRNA00181	144.2286	NCRNA00181	127.4826
NCRNA00182	29.5524	NCRNA00182	66.5217
NCRNA00183	265.1021	NCRNA00183	311.3043
NCRNA00188	5233.8114	NCRNA00188	6783.4783
NCRNA00201	363.9113	NCRNA00201	897.8043
NCRNA00202	5.6497	NCRNA00202	17.3913
removed	removed	NCRNA00204B	10
NCRNA00219	227.7271	NCRNA00219	657.8261
NCS1	564.9718	NCS1	376.9565
NCSTN	3673.3594	NCSTN	2921.7391
NDC80	140.3738	NDC80	16.5217
NDE1	852.4859	NDE1	471.6
NDEL1	677.5315	NDEL1	1013.4783
NDFIP1	3023.0335	NDFIP1	3898.2609
NDFIP2	339.4176	NDFIP2	703.4783
NDNL2	282.4859	NDNL2	406.9565
NDN	508.9092	NDN	1017.8261
NDOR1	840.5041	NDOR1	266.087
NDP	11.2994	NDP	43.4783
NDRG1	3356.8014	NDRG1	5588.6957
NDRG2	951.3255	NDRG2	6566.5217
NDRG3	1376.3581	NDRG3	1118.6957
NDRG4	58.6701	NDRG4	156.5217
NDST1	4170.3607	NDST1	4331.7391
NDST2	574.9674	NDST2	528.6957
NDST3	17.3837	removed	removed
NDUFA10	2377.2273	NDUFA10	1841.7391
NDUFA11	1331.1604	NDUFA11	845.2174
NDUFA12	817.9053	NDUFA12	592.1739
NDUFA13	3308.3529	NDUFA13	1512.5783
NDUFA1	1846.1538	NDUFA1	1458.6957
NDUFA2	815.7323	NDUFA2	665.6522
NDUFA3	883.0943	NDUFA3	271.3043
NDUFA4L2	363.7549	NDUFA4L2	381.3043
NDUFA4	4392.8727	NDUFA4	2190.8696
NDUFA5	892.2208	NDUFA5	1357.8261
NDUFA6	1313.342	NDUFA6	849.5652
NDUFA7	533.681	NDUFA7	273.4783
NDUFA8	1033.0291	NDUFA8	595.2174
NDUFA9	1387.2229	NDUFA9	982.6087
NDUFAB1	1883.5289	NDUFAB1	656.9565
NDUFAF1	325.5106	NDUFAF1	365.6522
NDUFAF2	207.3012	NDUFAF2	215.2174
NDUFAF3	1003.9113	NDUFAF3	830.8696
NDUFAF4	173.4029	NDUFAF4	245.2174
NDUFB10	2385.4846	NDUFB10	1010.8696
NDUFB11	1312.0382	NDUFB11	851.3043
NDUFB1	827.4663	NDUFB1	730.4348
NDUFB2	1238.5876	NDUFB2	829.9957
NDUFB3	837.0274	NDUFB3	465.2174
NDUFB4	2542.3729	NDUFB4	1437.8261
NDUFB5	1134.724	NDUFB5	1317.8261
NDUFB6	751.847	NDUFB6	563.4783
NDUFB7	1242.9379	NDUFB7	703.913
NDUFB8	1119.1134	NDUFB8	985.0565
NDUFB9	4897.4359	NDUFB9	1805.2957
NDUFC1	1039.1134	NDUFC1	668.6957
NDUFC2	2558.4528	NDUFC2	1409.1304
NDUFS1	1376.7927	NDUFS1	1380
NDUFS2	2953.4985	NDUFS2	1395.6522
NDUFS3	1603.6723	NDUFS3	954.6522
NDUFS4	496.7405	NDUFS4	708.2609
NDUFS5	2403.3029	NDUFS5	1702.1739
NDUFS6	859.1917	NDUFS6	554.7826
NDUFS7	525.6671	NDUFS7	309.9826
NDUFS8	1378.9657	NDUFS8	529.1304
NDUFV1	1926.9883	NDUFV1	1569.5652
NDUFV2	1594.5241	NDUFV2	1306.5217
NDUFV3	713.1682	NDUFV3	584.7826
NEAT1	3292.9161	NEAT1	12409.5652
NEBL	1606.6927	NEBL	1758.2609
NEB	11.734	NEB	22.1739
NECAB1	19.9913	NECAB1	265.2174
removed	removed	NECAB2	14.7826
NECAB3	797.4794	NECAB3	307.8261
NECAP1	747.9357	NECAP1	810
NECAP2	1444.1547	NECAP2	1270.4348
NEDD1	329.422	NEDD1	591.7391
NEDD4L	630.5954	NEDD4L	1850.4348
NEDD4	223.3811	NEDD4	591.7391
NEDD8	2065.6236	NEDD8	1723.4783
NEDD9	995.2195	NEDD9	5003.4783
NEFH	26.9448	NEFH	33.4783
removed	removed	NEFL	5.6522
removed	removed	NEFM	5.2174
NEGR1	315.9496	NEGR1	541.7391
NEIL1	38.6788	NEIL1	129.1304
NEIL2	304.2156	NEIL2	517.8261
NEIL3	23.0335	removed	removed
NEK10	83.442	NEK10	383.0435
NEK11	290.7432	NEK11	310.8696
NEK1	371.143	NEK1	503.0435
NEK2	372.8814	NEK2	22.6087
NEK3	66.4928	NEK3	188.6957
NEK4	380.2694	NEK4	540
NEK5	13.4724	removed	removed
NEK6	1459.8001	NEK6	676.9565
NEK7	1062.1469	NEK7	2354.7826
NEK8	30.4216	NEK8	81.3043
NEK9	1752.7162	NEK9	2773.0435
NELF	775.3151	NELF	439.5652
NELL2	42.5902	NELL2	63.4783
NENF	1625.3803	NENF	1265.2174
NEO1	1172.0991	NEO1	2238.2609
NES	1678.8353	NES	4223.0435
NET1	1873.5332	NET1	2813.913
NETO2	410.2564	NETO2	101.7391
NEU1	1493.2638	NEU1	1238.2609
NEU3	47.8053	NEU3	110.4348
NEURL1B	780.0956	NEURL1B	1902.1739
NEURL2	18.8353	NEURL2	21.3696
NEURL3	21.2951	NEURL3	52.6087
NEURL4	289.0048	NEURL4	487.5522
NEURL	19.9913	removed	removed
removed	removed	NEUROG2	14.3478
NEXN	433.7245	NEXN	626.9565
NF1	936.5493	NF1	2162.1739
NF2	728.8136	NF2	718.6957
NFAM1	341.5906	NFAM1	83.4783
NFASC	81.8296	NFASC	900.3348
NFAT5	754.8892	NFAT5	2951.3043
NFATC1	269.8827	NFATC1	706.087
NFATC2IP	1060.4085	NFATC2IP	706.5217
NFATC2	42.1556	NFATC2	158.6957
NFATC3	657.5402	NFATC3	1033.913
NFATC4	690.5693	NFATC4	698.6957
NFE2L1	4337.6793	NFE2L1	8136.087
NFE2L2	2552.8031	NFE2L2	3738.2391
NFE2L3	269.4481	NFE2L3	340.4348
NFE2	5.6497	removed	removed
NFIA	2339.8522	NFIA	2573.913
NFIB	3994.7849	NFIB	6316.9565
NFIC	930.465	NFIC	806.087
NFIL3	475.0109	NFIL3	842.6087
NFIX	1762.2773	NFIX	5636.087
NFKB1	1418.5137	NFKB1	1578.2609
NFKB2	843.1117	NFKB2	693.4783
NFKBIA	2226.8579	NFKBIA	4531.3043
NFKBIB	330.2912	NFKBIB	225.2174
NFKBID	6.5189	NFKBID	5.2174
NFKBIE	431.5515	NFKBIE	202.1739
NFKBIL1	506.3016	NFKBIL1	375.6522
NFKBIL2	2249.8914	NFKBIL2	69.5652
NFKBIZ	122.99	NFKBIZ	330
NFRKB	543.6767	NFRKB	763.913
NFS1	523.6854	NFS1	515.2174
NFU1	686.2234	NFU1	716.087
NFX1	1142.9813	NFX1	1355.2174
NFXL1	192.0904	NFXL1	250.4783
NFYA	1229.0309	NFYA	803.0435
NFYB	791.8296	NFYB	793.0435
NFYC	948.9831	NFYC	1014.213
NGDN	496.7405	NGDN	606.087
NGEF	10.8648	NGEF	49.5652
NGFRAP1	1338.9831	NGFRAP1	1222.6087
NGFR	241.6341	NGFR	963.913
NGF	22.1643	NGF	23.0435
NGLY1	480.226	NGLY1	604.3478
NGRN	2202.9465	NGRN	2791.1087
NHEDC2	109.5176	NHEDC2	210.8696
NHEJ1	163.4072	NHEJ1	294.7826
NHLH1	5.2151	removed	removed
removed	removed	NHLH2	7.8261
NHLRC1	70.8388	NHLRC1	91.7391
NHLRC2	176.8796	NHLRC2	190
NHLRC3	422.425	NHLRC3	746.5217
NHLRC4	93.8722	NHLRC4	48.6957
NHP2L1	2046.5015	NHP2L1	2093.4783
NHP2	1458.4963	NHP2	937.3913
NHSL1	364.1895	NHSL1	390.4348
NHSL2	77.7923	NHSL2	129.5652
NHS	89.5263	NHS	265.2174
NICN1	334.6371	NICN1	392.9478
NID1	3773.9461	NID1	2694.613
NID2	1924.3807	NID2	625.6522
NIF3L1	341.5906	NIF3L1	510
NINJ1	2886.1365	NINJ1	1249.5652
NINJ2	265.1021	NINJ2	81.3522
NINL	192.9596	NINL	323.0435
NIN	691.0039	NIN	989.5652
NIP7	433.7245	NIP7	487.8261
NIPA1	399.3916	NIPA1	339.5652
NIPA2	1185.5715	NIPA2	844.3478
NIPAL1	5.6497	NIPAL1	27.8261
NIPAL2	362.8857	NIPAL2	193.0435
NIPAL3	984.7892	NIPAL3	1123.4783
NIPBL	1493.6984	NIPBL	2393.4783
NIPSNAP1	1803.9983	NIPSNAP1	962.6087
NIPSNAP3A	923.9461	NIPSNAP3A	612.6087
NIPSNAP3B	23.9027	NIPSNAP3B	115.3391
NISCH	1135.1586	NISCH	2396.9565
NIT1	651.0213	NIT1	559.7478
NIT2	774.8805	NIT2	598.2609
NKAIN1	261.1908	NKAIN1	28.2609
NKAIN2	9.5611	NKAIN2	19.1304
NKAPL	13.907	NKAPL	42.1739
NKAP	405.0413	NKAP	348.2609
NKD1	7.3881	removed	removed
NKD2	131.6819	NKD2	36.9565
NKG7	132.9857	NKG7	132.1739
NKIRAS1	243.3724	NKIRAS1	251.3043
NKIRAS2	727.5098	NKIRAS2	760.4348
NKPD1	6.5189	NKPD1	38.6957
NKRF	256.4103	NKRF	259.5652
NKTR	724.033	NKTR	2175.6522
NKX3-1	16.08	NKX3-1	91.3043
NKX3-2	11.2994	removed	removed
NKX6-1	10.8648	removed	removed
NLE1	190.352	NLE1	333.0435
NLGN1	5.2151	NLGN1	53.913
NLGN2	746.6319	NLGN2	627.3913
NLGN3	19.1221	NLGN3	59.5652
NLGN4X	20.4259	NLGN4X	163.0435
NLK	318.9917	NLK	364.3478
NLN	473.7071	NLN	247.3913
NLRC3	102.5641	NLRC3	103.4783
NLRC4	32.1599	NLRC4	20.4348
NLRC5	318.9917	NLRC5	638.6957
NLRP12	6.9535	removed	removed
NLRP1	178.618	NLRP1	697.8261
NLRP2	390.2651	NLRP2	570.4348
NLRP3	49.1091	NLRP3	73.913
removed	removed	NLRP5	10
NLRP7	6.0843	removed	removed
NLRX1	377.6619	NLRX1	521.7391
NMB	86.0495	NMB	315.2174
NMD3	914.385	NMD3	1153.4783
NME1-NME2	210.4694	NME1-NME2	69.3739
NME1	1646.6623	NME1	682.4739
NME2P1	62.1469	NME2P1	110.4348
NME2	5157.6445	NME2	5041.6304
NME3	1244.6762	NME3	343.4783
NME4	3535.854	NME4	1100
NME5	39.1134	NME5	99.1304
NME6	294.2199	NME6	178.2609
NME7	285.7627	NME7	326.2478
NMI	699.6958	NMI	385.2174
NMNAT1	264.2329	NMNAT1	264.3478
NMNAT2	45.1977	NMNAT2	286.087
NMNAT3	65.189	NMNAT3	240
NMRAL1	1151.2386	NMRAL1	457.4739
NMT1	1725.7714	NMT1	2454.3478
NMT2	239.0265	NMT2	977.3913
NMUR1	21.2951	NMUR1	117.8261
NMU	8.2573	removed	removed
NNAT	1289.874	NNAT	201.7391
NNMT	3329.8566	NNMT	2754.7826
NNT	763.1465	NNT	1125.2174
NOB1	665.3629	NOB1	1058.2609
NOC2L	2752.3425	NOC2L	1105.5826
NOC3L	278.1399	NOC3L	426.087
NOC4L	333.7679	NOC4L	161.3043
NOD1	422.425	NOD1	576.087
NOD2	69.535	NOD2	154.7826
NODAL	5.6497	NODAL	6.9565
NOL10	688.8309	NOL10	657.8261
NOL11	1130.8127	NOL11	962.6087
NOL12	146.0235	NOL12	156.3217
NOL3	575.967	NOL3	430
removed	removed	NOL4	6.087
NOL6	1233.8114	NOL6	967.8261
NOL7	662.3207	NOL7	659.5652
NOL8	947.4142	NOL8	727.3913
NOL9	229.9	NOL9	183.4783
NOLC1	3564.9718	NOLC1	2020.8696
NOM1	384.1808	NOM1	445.2174
NOMO1	2598.8701	NOMO1	1949.5652
NOMO2	1906.5624	NOMO2	1534.3478
NOMO3	1784.8761	NOMO3	1187.3913
NONO	9589.7436	NONO	5337.3913
NOP10	1139.9392	NOP10	735.2174
NOP14	1173.6462	NOP14	965.9391
NOP16	306.3885	NOP16	169.1304
NOP2	727.5098	NOP2	468.2609
NOP56	1652.3251	NOP56	1243.0435
NOP58	1544.9804	NOP58	1009.1304
NOS1AP	22.1643	NOS1AP	124.7826
NOS2	28.6832	NOS2	17.8261
NOS3	350.8518	NOS3	412.8087
NOSIP	796.1756	NOSIP	528.6957
NOSTRIN	231.2038	NOSTRIN	683.4783
NOTCH1	1252.4989	NOTCH1	1507.8261
NOTCH2NL	483.894	NOTCH2NL	486.4217
NOTCH2	4601.043	NOTCH2	5949.1304
NOTCH3	4993.4811	NOTCH3	4176.5217
NOTCH4	750.5432	NOTCH4	1346.5217
NOTUM	15.2108	removed	removed
NOVA1	103.4333	NOVA1	621.3043
NOVA2	78.2269	NOVA2	82.1739
NOV	79.9652	NOV	431.3043
NOX4	314.2112	NOX4	176.5217
removed	removed	NOX5	6.9565
NOXA1	162.1034	NOXA1	64.3478
NOXO1	49.9783	removed	removed
removed	removed	NPAS1	8.2609
NPAS2	138.2008	NPAS2	206.9565
NPAS3	45.1977	NPAS3	114.7826
NPAT	233.3768	NPAT	622.1739
NPB	6.5189	removed	removed
NPC1L1	5.2151	NPC1L1	5.6522
NPC1	663.6289	NPC1	994.6522
NPC2	3403.3029	NPC2	3284.3478
NPDC1	2789.2221	NPDC1	1063.4783
NPEPL1	477.1838	NPEPL1	431.7391
NPEPPS	1388.0921	NPEPPS	2104.3478
removed	removed	NPFFR2	7.8261
removed	removed	NPFF	13.4783
NPHP1	102.1295	NPHP1	157.8261
NPHP3	127.3359	NPHP3	665.6522
NPHP4	195.5671	NPHP4	224.3478
NPIPL3	477.3751	NPIPL3	1003.3043
NPIP	281.1473	NPIP	425.3043
NPLOC4	1932.2034	NPLOC4	1883.0435
NPL	393.3073	NPL	117.3913
NPM1	9542.8075	NPM1	8600.4348
removed	removed	NPM2	34.3478
NPM3	415.4715	NPM3	220.4348
NPNT	4093.003	NPNT	1038.6957
NPR1	505.867	NPR1	2096.9565
NPR2	252.4989	NPR2	616.5
NPR3	54.7588	NPR3	159.1304
NPRL2	461.5385	NPRL2	274.3478
NPRL3	1171.2299	NPRL3	590.4348
NPTN	2473.2725	NPTN	3059.1304
NPTX1	11.734	NPTX1	46.087
NPTX2	27.814	NPTX2	56.087
NPTXR	1126.9013	NPTXR	509.5652
NPW	59.1047	removed	removed
NPY1R	1115.1673	NPY1R	5505.2174
removed	removed	NPY2R	207.8261
NPY5R	9.9957	NPY5R	100.8696
NQO1	3783.5724	NQO1	3390.8696
NQO2	467.6228	NQO2	522.6087
removed	removed	NR0B1	7.8261
NR1D1	414.6762	NR1D1	1108.0348
NR1D2	719.2525	NR1D2	2556.5217
NR1H2	869.1873	NR1H2	1030.8696
NR1H3	544.9804	NR1H3	671.3043
NR1I3	6.5493	NR1I3	8.0739
NR2C1	213.3855	NR2C1	346.087
NR2C2AP	703.6593	NR2C2AP	345.6609
NR2C2	626.445	NR2C2	1110.913
NR2F1	84.7458	NR2F1	716.087
NR2F2	1372.8814	NR2F2	2393.4783
NR2F6	1470.6649	NR2F6	541.3043
NR3C1	1056.0626	NR3C1	3763.913
NR3C2	89.0917	NR3C2	886.5217
NR4A1	2287.2664	NR4A1	3375.6522
NR4A2	435.0282	NR4A2	426.9565
NR4A3	172.9683	NR4A3	250.8696
NR5A2	83.0074	NR5A2	494.7826
removed	removed	NR6A1	7.3913
NRARP	389.8305	NRARP	162.6087
NRAS	1541.0691	NRAS	1004.7826
NRBF2	584.0939	NRBF2	496.5217
NRBP1	2937.4185	NRBP1	2033.0435
NRBP2	1737.0708	NRBP2	843.0435
NRCAM	68.6658	NRCAM	73.4783
NRD1	2609.7349	NRD1	2550.4348
NRF1	284.2243	NRF1	520
removed	removed	NRG1	147.8261
removed	removed	NRG2	103.913
removed	removed	NRG3	17.8261
NRGN	111.6906	NRGN	60
NRIP1	1371.143	NRIP1	3050.8696
NRIP2	44.3286	NRIP2	201.7391
NRIP3	63.0161	NRIP3	101.3043
NRK	671.4472	NRK	61.7391
NRL	8.6919	NRL	19.5652
NRM	498.4789	NRM	236.5217
NRN1	330.7258	NRN1	1501.7391
NRP1	3159.4959	NRP1	5256.087
NRP2	1421.5558	NRP2	1276.087
NRSN2	897.8705	NRSN2	523.913
NRTN	6.5189	NRTN	9.1304
removed	removed	NRXN1	460.8696
NRXN2	110.3868	NRXN2	134.7826
NRXN3	58.6701	NRXN3	83.4783
NSA2	1948.7179	NSA2	1961.7391
NSD1	2047.3707	NSD1	1942.6087
NSDHL	574.5328	NSDHL	393.0435
NSFL1C	1644.5024	NSFL1C	1441.7391
NSF	1080.8344	NSF	943.4783
NSL1	667.9704	NSL1	646.5217
NSMAF	840.8214	NSMAF	756.8217
NSMCE1	1797.0448	NSMCE1	894.7826
NSMCE2	724.9022	NSMCE2	271.3043
NSMCE4A	535.854	NSMCE4A	654.3478
NSUN2	1408.0834	NSUN2	1249.5652
NSUN3	63.4507	NSUN3	115.6522
NSUN4	598.0009	NSUN4	629.1304
NSUN5P1	93.003	NSUN5P1	61.3043
NSUN5P2	204.1634	NSUN5P2	175.8261
NSUN5	964.3633	NSUN5	353.0435
NSUN6	151.2386	NSUN6	221.7391
NSUN7	103.4333	NSUN7	128.6957
NT5C1B	7.11	removed	removed
NT5C2	741.4168	NT5C2	1397.8261
NT5C3L	461.5385	NT5C3L	521.3043
NT5C3	363.7549	NT5C3	429.1304
NT5C	378.9657	NT5C	236.9565
NT5DC1	461.9731	NT5DC1	1072.6087
NT5DC2	1158.1486	NT5DC2	475
NT5DC3	194.2634	NT5DC3	562.6087
NT5E	792.2642	NT5E	1270
NT5M	46.9361	NT5M	37.8261
NTAN1	1018.6875	NTAN1	744.3478
removed	removed	NTF3	37.3913
