gene_id	TCGA-GI-A2C8-01A-11R-A16F-07	gene_id	TCGA-GI-A2C8-11A-22R-A16F-07
LILRB4	693.4404	LILRB4	15.5119
LILRB5	69.2771	LILRB5	105.4809
LIMA1	3509.7055	LIMA1	1191.3133
LIMCH1	3541.1647	LIMCH1	16406.9286
LIMD1	1276.2282	LIMD1	1455.1551
LIMD2	292.4531	LIMD2	54.6639
LIME1	35.4451	LIME1	7.2596
LIMK1	1194.4444	LIMK1	618.4074
LIMK2	2048.5274	LIMK2	478.8004
LIMS1	560.5756	LIMS1	850.0517
LIMS2	384.8728	LIMS2	490.1758
LIMS3-LOC440895	18.5074	LIMS3-LOC440895	25.4912
LIMS3	6.593	LIMS3	6.5667
LIN37	220.5054	LIN37	117.7921
LIN52	212.5167	LIN52	219.2347
LIN54	354.7523	LIN54	350.5688
LIN7A	11.3788	LIN7A	9.3071
LIN7B	33.8019	LIN7B	186.6598
LIN7C	671.3521	LIN7C	586.3495
LIN9	104.083	LIN9	161.8407
LINGO1	2422.3561	LINGO1	33.092
LINGO4	34.8059	LINGO4	139.607
LINS1	134.5382	LINS1	153.0507
LIPA	2562.249	LIPA	713.5471
LIPC	10.7095	LIPC	5.1706
LIPE	61.5797	LIPE	185.6256
LIPG	45.1807	LIPG	21.7166
LIPH	578.3133	removed	removed
LIPT1	94.2838	LIPT1	169.152
LIPT2	35.8099	LIPT2	73.0248
LITAF	3505.3548	LITAF	967.9421
LIX1L	498.3266	LIX1L	813.3402
LIX1	5.3548	removed	removed
LLGL1	801.8742	LLGL1	708.8935
LLGL2	850.0669	LLGL2	13.4436
LLPH	415.2711	LLPH	571.4323
LMAN1	2473.5609	LMAN1	2552.7404
LMAN2L	557.5636	LMAN2L	609.6174
LMAN2	2994.3106	LMAN2	767.3216
LMBR1L	405.6225	LMBR1L	235.7808
LMBR1	1693.4404	LMBR1	631.334
LMBRD1	1331.3253	LMBRD1	1460.1861
LMBRD2	294.8461	LMBRD2	502.0683
LMCD1	1082.3293	LMCD1	13888.8314
LMF1	629.1131	LMF1	87.3837
LMF2	972.8916	LMF2	454.4984
LMLN	828.6479	LMLN	158.7384
LMNA	5933.7349	LMNA	5264.7363
LMNB1	181.0576	LMNB1	80.6618
LMNB2	605.7564	LMNB2	573.94
removed	removed	LMO1	290.5895
LMO2	524.0964	LMO2	683.0403
LMO3	449.4645	LMO3	28.9555
LMO4	692.4364	LMO4	1216.1324
LMO7	693.1058	LMO7	6725.4395
LMOD1	812.9183	LMOD1	3703.7229
LMOD2	6.0241	LMOD2	64482.9369
removed	removed	LMOD3	29889.3485
LMTK2	550.8701	LMTK2	676.3185
LMTK3	105.4217	removed	removed
removed	removed	LMX1A	22.7508
LMX1B	1090.6961	LMX1B	10.8583
LNP1	36.158	LNP1	145.0414
LNPEP	353.6111	LNPEP	1061.4736
LNX1	361.4458	LNX1	142.1923
LNX2	692.1017	LNX2	621.5098
LOC100009676	97.8648	LOC100009676	54.2916
LOC100124692	5.6894	removed	removed
LOC100125556	48.7383	LOC100125556	27.6215
LOC100126784	6.3588	LOC100126784	5.8221
removed	removed	LOC100128164	104.4467
LOC100128191	17.0482	LOC100128191	17.5543
LOC100128288	48.8621	LOC100128288	55.3257
LOC100128292	18.407	LOC100128292	9.3071
LOC100128640	27.1084	LOC100128640	307.6525
LOC100128788	10.7095	LOC100128788	9.3071
LOC100128822	111.4458	LOC100128822	177.8697
LOC100128842	18.0723	removed	removed
LOC100129034	2888.9023	LOC100129034	562.2854
LOC100129066	8.3668	removed	removed
LOC100129387	48.678	LOC100129387	68.1334
LOC100129534	11.7135	LOC100129534	8.7901
LOC100129550	481.2584	LOC100129550	762.668
LOC100129637	56.2249	LOC100129637	53.7746
LOC100129716	12.3829	removed	removed
LOC100129726	7.3628	LOC100129726	5.1706
LOC100130015	20.6459	LOC100130015	11.7322
LOC100130093	188.4337	LOC100130093	31.3289
LOC100130522	22.0884	removed	removed
LOC100130557	35.0669	LOC100130557	54.7466
LOC100130581	23.0924	LOC100130581	18.6143
LOC100130691	18.4672	LOC100130691	19.4519
LOC100130776	199.4478	LOC100130776	27.7715
LOC100130872	20.415	LOC100130872	8.7901
LOC100130932	40.83	LOC100130932	31.0238
LOC100130987	12.7175	removed	removed
LOC100131193	116.1948	LOC100131193	8.7901
LOC100131434	83.1158	LOC100131434	13.4436
LOC100131551	8.0321	removed	removed
LOC100131691	31.5328	LOC100131691	20.8221
LOC100132111	13.3869	removed	removed
LOC100132215	6.3588	removed	removed
LOC100132247	186.0776	LOC100132247	105.9979
LOC100132287	209.17	LOC100132287	80.6618
LOC100132288	143.2396	LOC100132288	61.0134
LOC100132707	113.745	LOC100132707	55.879
LOC100132832	7.4264	removed	removed
LOC100133161	31.6834	LOC100133161	9.8242
LOC100133331	98.9759	LOC100133331	32.4819
removed	removed	LOC100133545	32.0579
LOC100133612	5.3548	removed	removed
LOC100133669	8.3668	removed	removed
removed	removed	LOC100133985	7.7559
LOC100133991	16.3989	removed	removed
LOC100134229	105.087	LOC100134229	218.7177
LOC100134259	11.3788	LOC100134259	27.9214
LOC100134368	13.0522	LOC100134368	5.1706
LOC100134713	17.0817	LOC100134713	12.4147
LOC100144604	199.4645	removed	removed
LOC100170939	82.3293	LOC100170939	60
LOC100188947	65.9304	LOC100188947	81.696
LOC100190938	63.5877	LOC100190938	73.423
LOC100190939	119.1432	LOC100190939	36.7115
LOC100190986	324.9665	LOC100190986	105.9979
LOC100192378	24.0964	LOC100192378	43.9504
LOC100216545	65.9304	LOC100216545	189.2451
LOC100233209	47.5234	removed	removed
LOC100240735	10.7095	LOC100240735	5.1706
LOC100270710	207.075	LOC100270710	53.304
LOC100270746	14.0562	LOC100270746	11.8925
LOC100270804	18.0723	LOC100270804	31.5047
LOC100271722	28.7818	LOC100271722	33.092
LOC100271836	605.1506	LOC100271836	412.1768
LOC100272146	13.0522	LOC100272146	5.1706
LOC100272216	39.2838	removed	removed
LOC100272217	18.407	LOC100272217	15.5119
LOC100272228	48.5274	removed	removed
LOC100286793	442.7711	LOC100286793	18.0972
LOC100286844	17.1017	LOC100286844	62.12
removed	removed	LOC100287227	13.0507
LOC100288778	325.4652	LOC100288778	169.8345
LOC100289341	57.8983	LOC100289341	41.365
LOC100302401	13.0723	LOC100302401	5.7911
LOC100302640	8.3668	LOC100302640	36.7115
LOC100302650	10.512	LOC100302650	34.8759
LOC100303728	20.7497	LOC100303728	66.7011
LOC113230	194.7791	LOC113230	34.1262
LOC115110	52.3159	LOC115110	12.6991
LOC121838	8.3668	removed	removed
removed	removed	LOC121952	103.4126
LOC134466	19.411	LOC134466	17.5801
LOC143188	22.423	removed	removed
LOC143666	17.0683	LOC143666	29.9897
LOC144438	471.5529	LOC144438	685.6256
LOC144571	32.8882	LOC144571	79.8294
LOC145783	37.2222	LOC145783	36.3909
LOC145820	13.7216	LOC145820	35.1603
LOC145837	27.1084	removed	removed
LOC146336	15.0602	removed	removed
LOC146880	232.8548	LOC146880	74.6277
LOC147727	304.5515	LOC147727	669.5967
LOC147804	154.2838	LOC147804	43.9504
LOC148189	62.7544	LOC148189	79.6277
LOC148413	176.1847	LOC148413	85.4085
LOC148696	45.5823	removed	removed
removed	removed	LOC148824	6.7218
LOC149134	5.3548	LOC149134	6.2048
LOC149837	25.7697	LOC149837	63.5988
LOC150381	42.5033	LOC150381	337.6422
LOC150776	390.8969	LOC150776	133.4023
LOC150786	50.2008	LOC150786	64.1158
LOC151009	22.7577	removed	removed
LOC151162	800.2008	LOC151162	232.1613
LOC151534	301.2952	LOC151534	35.3206
LOC152217	259.7055	LOC152217	420.3723
LOC152225	9.3708	removed	removed
LOC153328	34.4712	removed	removed
LOC153684	27.7778	LOC153684	60.4964
LOC154761	131.8876	removed	removed
LOC154822	8.8788	LOC154822	60.8066
LOC158376	18.0723	LOC158376	36.7115
LOC158572	49.1968	LOC158572	20.6825
LOC158696	6.3588	LOC158696	20.1655
LOC162632	35.1707	LOC162632	10.8221
LOC168474	9.3708	LOC168474	6.2048
LOC200030	421.1044	LOC200030	170.7549
LOC202181	73.9625	LOC202181	29.9897
LOC202781	275.7697	LOC202781	159.7725
LOC219347	123.3936	LOC219347	29.4726
removed	removed	LOC220429	6.2048
LOC220594	54.5515	LOC220594	58.9245
LOC220729	197.4565	LOC220729	252.3268
LOC220930	56.5261	LOC220930	49.4933
LOC221442	24.7657	LOC221442	11.3754
LOC221710	237.9518	LOC221710	1055.3257
LOC222699	19.411	LOC222699	26.3702
LOC253039	464.1901	LOC253039	186.6598
LOC253724	8.7015	removed	removed
LOC254559	92.7041	removed	removed
LOC255167	19.0763	LOC255167	74.4571
LOC25845	216.7838	LOC25845	323.0196
LOC282997	34.8059	LOC282997	11.8925
LOC283050	42.1687	LOC283050	7.7559
LOC283070	279.1165	LOC283070	96.1737
LOC283174	276.7738	LOC283174	147.363
LOC283267	1172.3561	LOC283267	118.9245
LOC283314	49.6285	LOC283314	9.3485
removed	removed	LOC283392	10.6101
LOC283404	11.3788	removed	removed
LOC283663	25.1004	removed	removed
LOC283731	7.0281	LOC283731	10.3413
LOC283867	82.9987	removed	removed
LOC283922	64.9264	LOC283922	54.2916
LOC284023	90.3614	LOC284023	23.2678
LOC284232	28.1124	LOC284232	14.9948
removed	removed	LOC284233	10.3413
removed	removed	LOC284379	11.8925
LOC284440	52.8782	LOC284440	82.7301
LOC284441	82.9987	LOC284441	62.5646
removed	removed	LOC284578	6.7218
LOC284837	6.0241	LOC284837	7.2389
LOC284900	234.3942	LOC284900	195.8945
LOC285033	39.4311	LOC285033	77.7094
LOC285074	160.9772	LOC285074	167.0114
LOC285359	50.8701	LOC285359	87.9007
removed	removed	LOC285419	152.5336
LOC285593	17.4029	LOC285593	8.7901
LOC285830	9.1265	LOC285830	15.5895
LOC285954	12.0482	removed	removed
LOC286367	37.8179	LOC286367	485.5222
LOC286467	5.3548	removed	removed
LOC338651	12.7175	LOC338651	8.273
LOC338758	30.7898	LOC338758	29.9897
LOC338799	626.8407	LOC338799	95.1396
LOC339047	728.2463	LOC339047	989.6587
LOC339290	407.992	LOC339290	1243.6556
LOC339524	51.5395	LOC339524	143.7435
LOC339535	29.7858	removed	removed
LOC341056	6.6934	removed	removed
LOC344595	103.7483	LOC344595	54.2916
LOC348926	65.5957	LOC348926	6.2048
LOC349114	80.656	LOC349114	13.4436
LOC374443	175.3681	LOC374443	22.7508
LOC375190	41.4993	LOC375190	58.4281
LOC387646	40.1606	LOC387646	19.1313
LOC387647	471.6533	LOC387647	677.4767
LOC388152	743.9759	LOC388152	299.8966
LOC388242	8.3668	LOC388242	9.3071
LOC388588	24.0964	removed	removed
LOC388692	489.6252	LOC388692	23.7849
LOC388789	436.4123	LOC388789	1219.2347
LOC388796	299.8661	LOC388796	52.2234
LOC388955	333.3333	LOC388955	57.9111
removed	removed	LOC389332	8.7901
LOC389333	71.6198	LOC389333	2345.9152
LOC389458	7.4866	removed	removed
LOC389493	405.2878	removed	removed
removed	removed	LOC389705	5.6877
LOC390595	5.0201	LOC390595	8.273
LOC391322	16.7336	removed	removed
LOC399744	204.8193	LOC399744	417.787
LOC399959	281.4592	LOC399959	225.9566
LOC400027	148.2597	LOC400027	618.9245
LOC400043	171.3521	LOC400043	53.7746
LOC400657	159.9732	LOC400657	351.6029
LOC400696	5.0201	LOC400696	22.7508
LOC400752	15.0602	LOC400752	24.819
LOC400759	9.3708	removed	removed
LOC400927	15.2744	LOC400927	16.0445
LOC400931	17.4029	LOC400931	10.3413
LOC401010	18.407	LOC401010	35.6774
LOC401052	52.8782	LOC401052	26.3702
LOC401093	54.9364	LOC401093	1885.0672
LOC401127	5.0201	LOC401127	32.575
LOC401397	407.9652	LOC401397	1864.0124
LOC401431	109.1901	LOC401431	25.8532
LOC401463	5.0201	removed	removed
LOC401588	64.257	LOC401588	89.4519
LOC402377	10.7095	LOC402377	12.4095
LOC407835	46.1847	LOC407835	130.2999
removed	removed	LOC440173	15.5119
LOC440354	214.5382	LOC440354	106.9183
LOC440905	32.4632	removed	removed
LOC440944	184.739	LOC440944	116.8563
LOC440957	82.3293	LOC440957	339.7104
LOC441046	6.6934	LOC441046	16.029
LOC441089	139.8929	LOC441089	102.8956
LOC441204	88.0187	LOC441204	39.8139
LOC441208	42.1687	LOC441208	53.2575
LOC441294	33.4672	removed	removed
LOC441454	5.3548	removed	removed
removed	removed	LOC441455	8.273
LOC441666	11.7135	LOC441666	7.2389
LOC441869	106.091	LOC441869	60.4964
LOC442421	17.7376	removed	removed
LOC442454	94.7122	LOC442454	583.7642
LOC493754	617.8046	LOC493754	323.1644
LOC541471	410.9772	LOC541471	64.6329
LOC550112	88.0187	LOC550112	37.2285
LOC550643	435.743	LOC550643	141.6753
LOC554202	9.3708	removed	removed
removed	removed	LOC572558	9.3071
LOC595101	23.5442	LOC595101	56.3392
LOC606724	37.1486	removed	removed
LOC613037	56.5495	LOC613037	48.0869
LOC619207	22.7577	LOC619207	8.7901
LOC641298	230.8133	LOC641298	196.6494
LOC642826	37.0448	LOC642826	54.0693
LOC642846	45.5154	LOC642846	23.2678
LOC642852	321.9545	LOC642852	58.4281
LOC643008	7.6975	removed	removed
LOC643387	29.4511	LOC643387	26.3702
removed	removed	LOC643677	7.2389
LOC643719	7.0281	LOC643719	8.7901
LOC643763	8.0321	LOC643763	12.4095
LOC643837	120.4819	LOC643837	221.8201
LOC644165	9.3474	removed	removed
LOC644172	6.0241	removed	removed
LOC644538	70.9505	LOC644538	76.0083
LOC644936	24.4311	removed	removed
LOC645166	52.5435	LOC645166	72.3888
LOC645332	111.4458	LOC645332	14.9948
LOC645431	38.5241	LOC645431	5.3257
LOC645676	29.5348	LOC645676	53.697
LOC645752	6.3588	LOC645752	7.2389
LOC646214	146.2517	LOC646214	112.7198
LOC646471	47.7309	LOC646471	86.334
LOC646762	554.8862	LOC646762	312.3061
LOC646851	71.9545	removed	removed
LOC646999	24.0964	LOC646999	13.4436
LOC647121	44.5114	LOC647121	8.7901
LOC647288	7.3628	LOC647288	8.7901
removed	removed	LOC647309	5.1706
LOC647859	10.3748	removed	removed
LOC647979	13945.4485	LOC647979	13791.6236
LOC648740	15.8199	LOC648740	30.1396
LOC649330	12.3829	LOC649330	6.2048
LOC650368	28.1124	LOC650368	10.3413
LOC650623	62.9183	LOC650623	140.6412
LOC651250	1991.2985	LOC651250	2193.3816
LOC652276	70.2811	LOC652276	49.6381
LOC653113	31.4592	removed	removed
LOC653501	143.909	LOC653501	339.7104
LOC653566	2038.1526	LOC653566	901.241
LOC653653	92.0348	LOC653653	726.4736
LOC653786	6.6934	removed	removed
LOC654342	134.8728	LOC654342	223.3713
LOC654433	249.0462	LOC654433	103.5936
LOC678655	269.8795	LOC678655	144.7777
LOC723972	12.3829	LOC723972	5.1706
LOC727896	8.7015	LOC727896	21.7166
LOC728024	55.8902	LOC728024	27.9214
LOC728190	64.5917	LOC728190	53.2575
LOC728264	159.6386	LOC728264	14.9948
LOC728323	72.6238	LOC728323	17.5801
LOC728392	274.7657	LOC728392	25.8532
LOC728554	119.1432	LOC728554	42.9162
LOC728613	356.7604	LOC728613	171.6649
LOC728640	50.5355	LOC728640	33.092
LOC728643	32.4632	LOC728643	20.6825
LOC728723	11.0442	removed	removed
LOC728743	170.6827	LOC728743	77.0424
LOC728758	27.1084	LOC728758	34.1262
removed	removed	LOC728819	10.3413
LOC728855	278.2631	LOC728855	30.1655
LOC728875	114.9766	LOC728875	6.546
removed	removed	LOC728989	59.4623
LOC729020	26.1044	LOC729020	9.3071
LOC729082	500.6526	LOC729082	2389.3071
LOC729176	37.1486	LOC729176	19.1313
LOC729234	79.6519	LOC729234	50.1551
LOC729375	22.7577	removed	removed
removed	removed	LOC729467	40.848
LOC729603	26.4391	LOC729603	7.2389
LOC729678	684.5716	LOC729678	214.1417
LOC729799	9.7055	LOC729799	7.2389
LOC729991-MEF2B	48.6145	LOC729991-MEF2B	13.878
LOC729991	236.3353	LOC729991	198.4436
LOC730101	119.8126	LOC730101	14.9948
LOC80054	19.411	LOC80054	61.5305
LOC80154	832.9987	LOC80154	380.5584
LOC81691	39.1566	LOC81691	27.9214
LOC84740	5.7162	removed	removed
LOC84856	8.0321	LOC84856	5.6877
removed	removed	LOC84989	6.2875
LOC90110	238.6212	LOC90110	101.8614
LOC90246	169.6787	LOC90246	13.9607
LOC90784	317.2691	LOC90784	296.2771
LOC90834	20.415	LOC90834	7.2389
LOC91316	244.0997	LOC91316	87.3837
LOC92249	1121.1513	LOC92249	317.9938
LOC92659	80.3213	LOC92659	10.8583
LOC92973	354.083	LOC92973	133.4023
LOC93622	260.0402	LOC93622	231.6443
LOC96610	1848.8019	LOC96610	255.1448
LOH12CR1	100.4016	LOH12CR1	123.061
LOH12CR2	31.1245	LOH12CR2	21.1996
LOH3CR2A	68.9424	LOH3CR2A	421.4064
LONP1	1107.095	LONP1	2538.7797
LONP2	2827.9786	LONP2	2304.5502
LONRF1	389.5582	LONRF1	655.636
LONRF2	1031.7938	LONRF2	1320.062
LONRF3	12.7175	LONRF3	146.8459
LOXHD1	12.0482	LOXHD1	23.7849
LOXL1	1739.9565	LOXL1	316.4271
LOXL2	1332.8681	LOXL2	665.9617
LOXL3	192.1687	LOXL3	63.3506
LOXL4	45.8501	LOXL4	254.395
LOX	1951.4726	LOX	445.7084
LPAR1	594.3775	LPAR1	506.2048
LPAR2	105.087	removed	removed
LPAR4	14.3909	LPAR4	14.4778
LPAR5	351.7403	removed	removed
LPAR6	991.9679	LPAR6	388.8314
LPCAT1	1600.7363	LPCAT1	180.9721
LPCAT2	846.0509	LPCAT2	247.1562
LPCAT3	2434.4043	LPCAT3	1346.9493
LPCAT4	262.0482	LPCAT4	262.151
LPGAT1	5288.1526	LPGAT1	1362.9783
LPHN1	1421.3353	LPHN1	107.5491
LPHN2	3095.3815	LPHN2	841.2616
LPHN3	18.0723	LPHN3	38.7797
LPIN1	463.1861	LPIN1	6024.819
LPIN2	2193.7751	LPIN2	268.8728
LPIN3	510.8099	LPIN3	39.9741
LPL	398.5944	LPL	3979.3175
LPPR2	1646.921	LPPR2	826.2668
LPPR3	8.0321	removed	removed
LPPR4	70.9505	LPPR4	182.5233
removed	removed	LPPR5	18.6143
LPP	941.7671	LPP	692.3475
LPXN	450.4685	LPXN	70.8376
LQK1	33.8019	LQK1	20.6825
removed	removed	LRBA	1000
LRCH1	868.8086	LRCH1	331.4374
LRCH2	77.6439	LRCH2	39.8139
LRCH3	352.7443	LRCH3	429.6794
LRCH4	965.5288	LRCH4	466.3909
LRDD	119.4779	LRDD	88.4178
LRFN1	140.2276	LRFN1	5.1706
LRFN2	152.9451	removed	removed
LRFN3	268.407	LRFN3	127.7146
LRFN4	785.4752	LRFN4	195.4498
LRFN5	10.7095	LRFN5	7.7559
LRG1	586.0107	LRG1	23.2678
LRGUK	7.3628	removed	removed
LRIG1	5252.4197	LRIG1	3136.8925
LRIG2	250	LRIG2	204.2399
LRIG3	567.9384	LRIG3	418.8211
LRIT3	7.6975	removed	removed
LRMP	103.4137	LRMP	14.9948
LRP10	7599.7323	LRP10	1480.3516
LRP11	2128.1794	LRP11	220.5584
LRP12	1218.5408	LRP12	803.516
removed	removed	LRP1B	208.3764
LRP1	13946.4525	LRP1	5627.1975
LRP2BP	61.9143	LRP2BP	80.1448
LRP2	29341.7001	removed	removed
LRP3	576.9746	LRP3	1029.9897
LRP4	121.0576	LRP4	1314.3433
LRP5L	48.8621	LRP5L	9.3071
LRP5	553.5475	LRP5	564.6329
LRP6	804.8862	LRP6	1740.4343
LRP8	123.1593	LRP8	10.8583
LRPAP1	1869.8126	LRPAP1	1380.5584
LRPPRC	2059.2369	LRPPRC	10507.2389
LRRC10B	338.0187	LRRC10B	5.6877
removed	removed	LRRC14B	820.062
LRRC14	491.8273	LRRC14	398.5626
LRRC15	7131.8608	LRRC15	110.1344
removed	removed	LRRC16A	83.2472
LRRC16B	5.0201	removed	removed
LRRC17	631.8608	LRRC17	251.8097
LRRC1	1342.7041	LRRC1	31.0238
LRRC20	90.0268	LRRC20	11594.1055
LRRC23	174.0295	LRRC23	205.274
LRRC24	9.1767	LRRC24	5.7808
LRRC25	249.3307	LRRC25	200.1034
LRRC26	80.3213	removed	removed
LRRC27	302.8782	LRRC27	51.7063
LRRC28	89.0228	LRRC28	399.1727
LRRC29	45.1807	LRRC29	12.4095
removed	removed	LRRC2	9778.697
removed	removed	LRRC30	131.334
LRRC32	1615.4618	LRRC32	850.0517
LRRC33	196.4525	LRRC33	110.1344
LRRC34	52.2088	LRRC34	31.5408
LRRC36	9.0361	removed	removed
LRRC37A2	108.0622	LRRC37A2	67.9111
LRRC37A3	164.6586	LRRC37A3	22.2337
LRRC37A4	231.1814	LRRC37A4	55.3257
LRRC37A	340.3614	LRRC37A	304.0331
LRRC37B2	322.9585	LRRC37B2	234.7466
LRRC37B	183.4003	LRRC37B	59.9793
LRRC39	5.5388	LRRC39	8866.272
removed	removed	LRRC3B	66.1841
LRRC3	30.1205	LRRC3	14.9948
LRRC40	245.6493	LRRC40	408.9969
LRRC41	1496.3186	LRRC41	1600.8273
LRRC42	339.0228	LRRC42	428.6453
LRRC43	9.3708	removed	removed
LRRC45	113.4538	LRRC45	42.3992
LRRC46	16.3989	removed	removed
LRRC47	757.3628	LRRC47	3134.9535
LRRC48	102.6238	LRRC48	15.5119
LRRC49	601.7403	LRRC49	37.7456
LRRC4B	12.0482	LRRC4B	8.7901
LRRC4C	63.9224	LRRC4C	22.7508
LRRC4	64.5917	LRRC4	24.819
LRRC50	10.3748	removed	removed
LRRC52	184.739	LRRC52	13.4436
LRRC55	109.1031	LRRC55	55.8428
LRRC56	129.8527	LRRC56	17.0631
LRRC57	364.1232	LRRC57	236.2978
LRRC58	1525.1004	LRRC58	718.7177
LRRC59	2490.0335	LRRC59	758.2885
LRRC61	561.245	LRRC61	50.6722
removed	removed	LRRC66	64.1158
LRRC69	6.3588	removed	removed
LRRC6	121.4859	LRRC6	5.6877
LRRC70	60.9103	LRRC70	76.6184
removed	removed	LRRC7	69.8035
LRRC8A	1967.8715	LRRC8A	702.6887
LRRC8B	873.8286	LRRC8B	356.7735
LRRC8C	1146.2517	LRRC8C	646.3289
LRRC8D	428.7149	LRRC8D	192.3475
LRRC8E	941.7671	removed	removed
LRRCC1	276.1044	LRRCC1	68.7694
LRRFIP1	4195.1138	LRRFIP1	5349.5346
LRRFIP2	621.8206	LRRFIP2	3546.0186
LRRK1	306.2249	LRRK1	187.6939
LRRK2	248.6613	LRRK2	647.88
LRRN1	192.7711	LRRN1	782.8335
LRRN2	491.6332	LRRN2	86.3495
LRRN3	97.7242	LRRN3	26.3702
LRRN4CL	42.838	LRRN4CL	367.6319
LRRTM2	18.0723	LRRTM2	6.7218
removed	removed	LRRTM3	5.1706
removed	removed	LRRTM4	62.0476
LRSAM1	570.2811	LRSAM1	498.9659
LRTM2	13.0522	removed	removed
LRTOMT	557.4598	LRTOMT	130.2223
LRWD1	330.9906	LRWD1	173.2161
LSAMP	118.1392	removed	removed
LSG1	1014.0562	LSG1	943.6401
LSM10	410.6426	LSM10	1453.9814
LSM11	220.2142	LSM11	147.363
LSM12	1016.3989	LSM12	906.9286
LSM14A	2803.5475	LSM14A	3210.4447
LSM14B	1084.0027	LSM14B	1733.7125
LSM1	868.1392	LSM1	450.3619
LSM2	302.8782	LSM2	384.6949
LSM3	428.7149	LSM3	1100.8273
LSM4	926.7068	LSM4	1569.8035
LSM5	567.6037	LSM5	624.0951
LSM6	145.917	LSM6	161.3237
LSM7	210.174	LSM7	269.9069
LSMD1	274.7657	LSMD1	841.7787
LSP1	1246.3186	LSP1	856.2565
LSR	1520.7497	LSR	157.1872
LSS	1187.4163	LSS	1277.6629
LST1	185.743	LST1	35.1603
LTA4H	932.0616	LTA4H	1607.5491
LTA	6.6934	removed	removed
LTB4R2	41.824	LTB4R2	10.7911
LTB4R	136.67	LTB4R	26.8873
LTBP1	960.5087	LTBP1	1567.7353
LTBP2	3474.8996	LTBP2	1424.5088
LTBP3	3537.4732	LTBP3	2472.8025
LTBP4	855.4217	LTBP4	3462.2544
LTBR	1837.6841	LTBR	598.242
LTB	19.411	removed	removed
LTC4S	45.2912	LTC4S	22.0631
LTF	74.6319	LTF	27.9214
LTV1	487.6171	LTV1	722.5181
LUC7L2	2243.591	LUC7L2	2237.1096
LUC7L3	1627.8447	LUC7L3	1020.6825
LUC7L	544.8461	LUC7L	207.8594
LUM	38549.5315	LUM	6371.7684
LUZP1	995.9839	LUZP1	482.4199
LUZP2	46.1847	LUZP2	9.8242
LUZP6	4149.2637	LUZP6	2841.7787
LXN	415.328	LXN	175.2844
LY6E	1978.9157	LY6E	493.7952
LY6G5B	32.7979	LY6G5B	12.2958
LY6G5C	16.3989	LY6G5C	30.5067
LY6G6C	11.0442	removed	removed
LY6H	9.0361	LY6H	20.6825
removed	removed	LY6K	94.6225
LY75	360.8601	LY75	36.1944
LY86	272.7577	LY86	7.7559
LY96	121.4859	LY96	42.9162
LY9	19.7456	removed	removed
LYAR	150.9371	LYAR	271.4581
LYG1	7.3628	removed	removed
LYL1	82.3293	LYL1	38.2627
LYNX1	184.739	LYNX1	277.6629
LYN	937.0817	LYN	236.8149
LYPD1	24.7155	LYPD1	6.5926
LYPD3	365.1272	removed	removed
LYPD5	41.4993	removed	removed
LYPD6B	704.4846	removed	removed
LYPD6	20.7497	LYPD6	8.7901
LYPLA1	642.5703	LYPLA1	1922.9576
LYPLA2P1	55.8902	LYPLA2P1	26.8873
LYPLA2	888.8889	LYPLA2	539.2968
LYPLAL1	624.498	LYPLAL1	565.667
LYRM1	386.5462	LYRM1	830.9204
LYRM2	1080.6225	LYRM2	1472.9731
LYRM4	199.1299	LYRM4	178.3868
LYRM5	379.1834	LYRM5	1071.3547
LYRM7	347.7242	LYRM7	3155.1189
LYSMD1	363.4538	LYSMD1	418.8211
LYSMD2	712.1821	LYSMD2	385.7291
LYSMD3	858.4337	LYSMD3	814.8914
LYSMD4	64.672	LYSMD4	218.94
LYST	721.5529	LYST	525.8532
LYVE1	54.2169	LYVE1	1094.6225
LYZL2	13.0522	removed	removed
LYZ	2400.2677	LYZ	411.0651
LZIC	302.5435	LZIC	410.031
LZTFL1	466.8675	LZTFL1	198.0352
LZTR1	1122.1553	LZTR1	703.2058
LZTS1	542.838	LZTS1	72.9059
LZTS2	1127.8447	LZTS2	690.2792
M6PR	2345.1406	M6PR	1352.1044
MAB21L1	26.4391	MAB21L1	30.5067
MACC1	107.4297	removed	removed
MACF1	7664.9933	MACF1	6127.7146
MACROD1	257.0281	MACROD1	2109.6174
MACROD2	26.1044	MACROD2	47.5698
MAD1L1	317.6037	MAD1L1	305.0672
MAD2L1BP	532.4632	MAD2L1BP	442.606
MAD2L1	47.8581	MAD2L1	51.7063
MAD2L2	245.3146	MAD2L2	487.5905
MADD	920.0134	MADD	1265.2534
MAEA	828.6479	MAEA	658.2213
MAF1	1545.8501	MAF1	5735.7808
removed	removed	MAFA	61.5305
MAFB	1475.2343	MAFB	936.9183
MAFF	369.4779	MAFF	539.2968
MAFG	639.8929	MAFG	1618.4074
MAFK	1061.2182	MAFK	794.6949
MAF	1127.1754	MAF	2043.4333
MAGED1	3141.2316	MAGED1	2774.5605
MAGED2	15339.6921	MAGED2	2971.0445
MAGED4B	122.2222	MAGED4B	26.3444
MAGED4	44.4444	MAGED4	9.333
MAGEE1	112.1151	MAGEE1	52.2234
MAGEF1	905.2878	MAGEF1	628.7487
MAGEH1	280.7898	MAGEH1	405.8945
MAGEL2	38.4873	MAGEL2	10.3413
MAGI1	858.7684	MAGI1	586.3495
removed	removed	MAGI2	210.9617
MAGI3	3211.178	MAGI3	220.7859
